order_date,requested_delivery_date,Customer Country Code,Product Code,Description,order_type,Customer Order Code,value,Curr,items,Route
07.01.2011,15.09.2011,SI,L12135800,Parka Outdoor Lifestyle STD,VO,3200613540,70.49,EUR,7,SI0001
07.01.2011,15.09.2011,SI,L12135800,Parka Outdoor Lifestyle STD,VO,3200613541,70.49,EUR,7,SI0001
07.01.2011,15.09.2011,SI,L12135800,Parka Outdoor Lifestyle STD,VO,3200613542,70.49,EUR,7,SI0001
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613548,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613551,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613552,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613553,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613572,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613573,80.56,EUR,8,AT0003
07.01.2011,15.09.2011,CZ,L12135800,Parka Outdoor Lifestyle STD,VO,3200613574,70.49,EUR,7,CZ0002
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613575,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613576,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613577,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613578,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613579,80.56,EUR,8,AT0003
07.01.2011,15.09.2011,CZ,L12135800,Parka Outdoor Lifestyle STD,VO,3200613580,70.49,EUR,7,CZ0002
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613581,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613582,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613583,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613585,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613586,80.56,EUR,8,AT0003
07.01.2011,15.09.2011,CZ,L12135800,Parka Outdoor Lifestyle STD,VO,3200613589,70.49,EUR,7,CZ0002
07.01.2011,15.09.2011,CZ,L12135800,Parka Outdoor Lifestyle STD,VO,3200613592,70.49,EUR,7,CZ0002
07.01.2011,15.09.2011,CZ,L12135800,Parka Outdoor Lifestyle STD,VO,3200613595,70.49,EUR,7,CZ0002
07.01.2011,15.09.2011,CZ,L12135800,Parka Outdoor Lifestyle STD,VO,3200613599,70.49,EUR,7,CZ0002
07.01.2011,15.09.2011,CZ,L12135800,Parka Outdoor Lifestyle STD,VO,3200613604,70.49,EUR,7,CZ0002
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613630,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613631,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613632,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613633,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613634,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613635,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613637,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613638,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613639,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613662,70.49,EUR,7,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613664,70.49,EUR,7,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613665,70.49,EUR,7,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613666,70.49,EUR,7,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613667,70.49,EUR,7,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613668,70.49,EUR,7,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613669,70.49,EUR,7,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613671,70.49,EUR,7,AT0003
07.01.2011,01.08.2011,RO,L12135800,Parka Outdoor Lifestyle STD,VO,3200613691,60.42,EUR,6,RO1001
07.01.2011,01.08.2011,RO,L12135800,Parka Outdoor Lifestyle STD,VO,3200613692,60.42,EUR,6,RO1001
07.01.2011,01.08.2011,RO,L12135800,Parka Outdoor Lifestyle STD,VO,3200613694,60.42,EUR,6,RO1001
07.01.2011,01.08.2011,RO,L12135800,Parka Outdoor Lifestyle STD,VO,3200613696,60.42,EUR,6,RO1001
07.01.2011,01.08.2011,RO,L12135800,Parka Outdoor Lifestyle STD,VO,3200613698,70.49,EUR,7,RO1001
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613719,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613720,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613721,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613725,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613726,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613727,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613728,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613730,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613731,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613732,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613734,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613735,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613737,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613738,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613739,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613740,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613741,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613743,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613745,80.56,EUR,8,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613746,80.56,EUR,8,AT0003
20.01.2011,05.09.2011,CH,L12135800,Parka Outdoor Lifestyle STD,VO,3200613823,16,CHF,1,CH0001
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613878,70.49,EUR,7,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613879,70.49,EUR,7,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613880,70.49,EUR,7,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613881,70.49,EUR,7,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613882,70.49,EUR,7,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613883,70.49,EUR,7,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613910,70.49,EUR,7,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613911,70.49,EUR,7,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613912,70.49,EUR,7,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613913,70.49,EUR,7,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613914,70.49,EUR,7,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613916,70.49,EUR,7,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613917,70.49,EUR,7,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613918,70.49,EUR,7,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613919,70.49,EUR,7,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613920,70.49,EUR,7,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613922,70.49,EUR,7,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613923,70.49,EUR,7,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613924,70.49,EUR,7,AT0003
07.01.2011,01.08.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200613925,70.49,EUR,7,AT0003
27.01.2011,05.09.2011,CH,L12135800,Parka Outdoor Lifestyle STD,VO,3200616651,20.14,CHF,1,CH0001
03.02.2011,01.09.2011,DE,L12135800,Parka Outdoor Lifestyle STD,VO,3200619293,32.21,EUR,3,DE0005
10.02.2011,15.09.2011,SE,L12135800,Parka Outdoor Lifestyle STD,VO,3200619853,1152,SEK,10,SE02FR
16.02.2011,01.09.2011,DE,L12135800,Parka Outdoor Lifestyle STD,VO,3200625402,75.99,EUR,7,DE0005
17.02.2011,17.10.2011,CH,L12135800,Parka Outdoor Lifestyle STD,VO,3200627036,32,CHF,2,CH0001
17.02.2011,01.09.2011,DE,L12135800,Parka Outdoor Lifestyle STD,VO,3200627098,75.99,EUR,7,DE0005
18.02.2011,01.08.2011,FR,L12135800,Parka Outdoor Lifestyle STD,VO,3200627872,9.2,EUR,1,FR0001
28.02.2011,15.09.2011,CH,L12135800,Parka Outdoor Lifestyle STD,VO,3200633089,34,CHF,2,CH0001
07.03.2011,06.10.2011,AT,L12135800,Parka Outdoor Lifestyle STD,VO,3200637035,66.64,EUR,8,AT0003
09.03.2011,01.10.2011,DE,L12135800,Parka Outdoor Lifestyle STD,VO,3200638545,44.37,EUR,4,DE0005
10.03.2011,15.09.2011,CH,L12135800,Parka Outdoor Lifestyle STD,VO,3200638923,17,CHF,1,CH0001
16.03.2011,02.09.2011,CH,L12135800,Parka Outdoor Lifestyle STD,VO,3200642005,20,CHF,1,CH0001
09.03.2011,05.09.2011,SK,L12135800,Parka Outdoor Lifestyle STD,VO,3200700738,10.15,EUR,1,1
15.02.2011,03.10.2011,CZ,L12135800,Parka Outdoor Lifestyle STD,VO,3200701043,934.5,CZK,3,FR01CZ
04.03.2011,26.09.2011,CZ,L12135800,Parka Outdoor Lifestyle STD,VO,3200701349,255.5,CZK,1,FR01CZ
07.03.2011,05.09.2011,CZ,L12135800,Parka Outdoor Lifestyle STD,VO,3200701398,2614.5,CZK,9,FR01CZ
07.03.2011,05.09.2011,CZ,L12135800,Parka Outdoor Lifestyle STD,VO,3200701401,0,EUR,\N,FR01CZ
02.02.2011,01.08.2011,PL,L12135800,Parka Outdoor Lifestyle STD,VO,3200702365,421.4,PLN,10,1
11.04.2011,03.10.2011,CZ,L12135800,Parka Outdoor Lifestyle STD,VO,3200702583,11.07,EUR,1,FR01CZ
04.05.2011,08.08.2011,PL,L12135800,Parka Outdoor Lifestyle STD,VO,3200703767,126.42,PLN,3,1
15.02.2011,28.08.2011,BG,L12135800,Parka Outdoor Lifestyle STD,VO,3200704015,54.6,EUR,7,FR02BG
14.02.2011,01.09.2011,CY,L12135800,Parka Outdoor Lifestyle STD,VO,3200704057,62.4,EUR,8,FR02KZ
15.02.2011,01.10.2011,RO,L12135800,Parka Outdoor Lifestyle STD,VO,3200704110,117,EUR,15,FR02RO
15.02.2011,01.09.2011,RO,L12135800,Parka Outdoor Lifestyle STD,VO,3200704112,78,EUR,10,FR02RO
25.07.2011,15.09.2011,RU,L12135800,Parka Outdoor Lifestyle STD,VO,3200717006,3361.05,RUB,7,RU0001
05.08.2011,30.08.2011,RU,L12135800,Parka Outdoor Lifestyle STD,VO,3200724067,2227.5,RUB,5,RU0001
19.11.2012,16.11.2012,FR,L12135800,Parka Outdoor Lifestyle STD,VO,3201061588,495,EUR,33,FR0001
20.12.2010,15.09.2011,RU,L12135900,Parka Outdoor Lifestyle STD,VO,3200606536,3361.05,RUB,7,RU0001
20.12.2010,15.09.2011,RU,L12135900,Parka Outdoor Lifestyle STD,VO,3200606656,0,RUB,\N,RU0001
22.12.2010,15.09.2011,RU,L12135900,Parka Outdoor Lifestyle STD,VO,3200607190,0,RUB,\N,RU0001
24.12.2010,30.11.2011,RU,L12135900,Parka Outdoor Lifestyle STD,VO,3200607833,2013.41,RUB,5,RU0001
27.12.2010,30.09.2011,RU,L12135900,Parka Outdoor Lifestyle STD,VO,3200607834,2658.18,RUB,6,RU0001
27.12.2010,01.10.2011,RU,L12135900,Parka Outdoor Lifestyle STD,VO,3200608521,4026.8,RUB,10,RU0001
27.12.2010,15.09.2011,RU,L12135900,Parka Outdoor Lifestyle STD,VO,3200608545,2227.5,RUB,5,RU0001
28.12.2010,01.11.2011,RU,L12135900,Parka Outdoor Lifestyle STD,VO,3200608704,0,RUB,\N,RU0001
28.12.2010,15.09.2011,RU,L12135900,Parka Outdoor Lifestyle STD,VO,3200608797,2400.75,RUB,5,RU0001
29.12.2010,01.11.2011,RU,L12135900,Parka Outdoor Lifestyle STD,VO,3200609016,2103.75,RUB,5,RU0001
29.12.2010,01.11.2011,RU,L12135900,Parka Outdoor Lifestyle STD,VO,3200609055,2400.75,RUB,5,RU0001
11.01.2011,15.08.2011,CH,L12135900,Parka Outdoor Lifestyle STD,VO,3200610789,57.6,CHF,3,CH0001
11.01.2011,01.08.2011,CH,L12135900,Parka Outdoor Lifestyle STD,VO,3200610936,123.2,CHF,7,CH0001
12.01.2011,01.09.2011,CH,L12135900,Parka Outdoor Lifestyle STD,VO,3200611193,70.4,CHF,4,CH0001
13.01.2011,01.08.2011,CH,L12135900,Parka Outdoor Lifestyle STD,VO,3200611753,71.39,CHF,4,CH0001
13.01.2011,01.08.2011,CH,L12135900,Parka Outdoor Lifestyle STD,VO,3200611757,34,CHF,2,CH0001
20.01.2011,05.09.2011,CH,L12135900,Parka Outdoor Lifestyle STD,VO,3200613723,20.46,CHF,1,CH0001
21.01.2011,07.09.2011,CH,L12135900,Parka Outdoor Lifestyle STD,VO,3200614017,70.4,CHF,4,CH0001
27.01.2011,01.08.2011,NO,L12135900,Parka Outdoor Lifestyle STD,VO,3200616431,724.53,NOK,6,NO02FR
27.01.2011,01.08.2011,NO,L12135900,Parka Outdoor Lifestyle STD,VO,3200616435,290.95,NOK,3,NO02FR
01.02.2011,01.10.2011,DK,L12135900,Parka Outdoor Lifestyle STD,VO,3200618391,360,DKK,3,DK01FR
03.02.2011,01.09.2011,DE,L12135900,Parka Outdoor Lifestyle STD,VO,3200619293,31.12,EUR,3,DE0005
04.02.2011,19.09.2011,AT,L12135900,Parka Outdoor Lifestyle STD,VO,3200619597,42.84,EUR,4,AT0003
04.02.2011,19.09.2011,AT,L12135900,Parka Outdoor Lifestyle STD,VO,3200619597,58.31,EUR,7,AT0003
10.02.2011,15.09.2011,SE,L12135900,Parka Outdoor Lifestyle STD,VO,3200619853,1152,SEK,10,SE02FR
14.02.2011,01.09.2011,CH,L12135900,Parka Outdoor Lifestyle STD,VO,3200624113,17,CHF,1,CH0001
14.02.2011,01.09.2011,CH,L12135900,Parka Outdoor Lifestyle STD,VO,3200624141,55,CHF,3,CH0001
15.02.2011,05.09.2011,CH,L12135900,Parka Outdoor Lifestyle STD,VO,3200625135,17,CHF,1,CH0001
17.02.2011,17.10.2011,CH,L12135900,Parka Outdoor Lifestyle STD,VO,3200627036,32,CHF,2,CH0001
18.02.2011,10.10.2011,CH,L12135900,Parka Outdoor Lifestyle STD,VO,3200627997,54.68,CHF,3,CH0001
23.02.2011,26.09.2011,AT,L12135900,Parka Outdoor Lifestyle STD,VO,3200629914,608.09,EUR,73,AT0003
25.02.2011,15.09.2011,DE,L12135900,Parka Outdoor Lifestyle STD,VO,3200631467,8.55,EUR,1,DE0005
02.03.2011,11.11.2011,AT,L12135900,Parka Outdoor Lifestyle STD,VO,3200634260,74.97,EUR,7,AT0003
21.03.2011,01.09.2011,CH,L12135900,Parka Outdoor Lifestyle STD,VO,3200644392,0,CHF,\N,CH0001
22.03.2011,01.10.2011,CH,L12135900,Parka Outdoor Lifestyle STD,VO,3200645439,119,CHF,7,CH0001
14.07.2011,01.10.2011,CH,L12135900,Parka Outdoor Lifestyle STD,VO,3200645439,17,CHF,1,FR01CH
02.04.2011,01.09.2011,FR,L12135900,Parka Outdoor Lifestyle STD,VO,3200658523,0,EUR,\N,FR0001
04.04.2011,01.11.2011,ES,L12135900,Parka Outdoor Lifestyle STD,VO,3200659638,60.52,EUR,5,SP0003
17.08.2011,01.09.2011,SE,L12135900,Parka Outdoor Lifestyle STD,VO,3200659921,102.4,SEK,1,SE02FR
04.04.2011,15.07.2011,FR,L12135900,Parka Outdoor Lifestyle STD,VO,3200660030,10,EUR,1,FR0001
12.05.2011,30.09.2011,RU,L12135900,Parka Outdoor Lifestyle STD,VO,3200684802,2400.75,RUB,5,RU0001
08.03.2011,01.10.2011,SK,L12135900,Parka Outdoor Lifestyle STD,VO,3200700681,38.8,EUR,4,1
08.03.2011,01.10.2011,SK,L12135900,Parka Outdoor Lifestyle STD,VO,3200700700,48.5,EUR,5,1
09.03.2011,05.09.2011,SK,L12135900,Parka Outdoor Lifestyle STD,VO,3200700738,10.15,EUR,1,1
11.02.2011,26.09.2011,CZ,L12135900,Parka Outdoor Lifestyle STD,VO,3200701022,1533,CZK,6,FR01CZ
15.02.2011,03.10.2011,CZ,L12135900,Parka Outdoor Lifestyle STD,VO,3200701043,934.5,CZK,3,FR01CZ
07.03.2011,05.09.2011,CZ,L12135900,Parka Outdoor Lifestyle STD,VO,3200701393,934.5,CZK,3,FR01CZ
07.03.2011,05.09.2011,CZ,L12135900,Parka Outdoor Lifestyle STD,VO,3200701398,2614.5,CZK,9,FR01CZ
07.03.2011,05.09.2011,CZ,L12135900,Parka Outdoor Lifestyle STD,VO,3200701401,0,EUR,\N,FR01CZ
11.04.2011,03.10.2011,CZ,L12135900,Parka Outdoor Lifestyle STD,VO,3200702583,11.07,EUR,1,FR01CZ
03.03.2011,15.10.2011,BY,L12135900,Parka Outdoor Lifestyle STD,VO,3200703945,23.4,EUR,3,FR02BY
15.02.2011,01.10.2011,RO,L12135900,Parka Outdoor Lifestyle STD,VO,3200704110,54.6,EUR,7,FR02RO
15.02.2011,01.09.2011,RO,L12135900,Parka Outdoor Lifestyle STD,VO,3200704112,62.4,EUR,8,FR02RO
25.07.2011,15.09.2011,RU,L12135900,Parka Outdoor Lifestyle STD,VO,3200717006,3361.05,RUB,7,RU0001
05.08.2011,30.08.2011,RU,L12135900,Parka Outdoor Lifestyle STD,VO,3200724067,2227.5,RUB,5,RU0001
11.08.2011,15.09.2011,RU,L12135900,Parka Outdoor Lifestyle STD,VO,3200727842,3083.85,RUB,7,RU0001
12.08.2011,30.08.2011,RU,L12135900,Parka Outdoor Lifestyle STD,VO,3200729390,8108.1,RUB,18,RU0001
06.09.2011,30.09.2011,RU,L12135900,Parka Outdoor Lifestyle STD,VO,3200745327,2227.5,RUB,5,RU0001
11.01.2011,15.08.2011,CH,L12136000,Parka Outdoor Lifestyle STD,VO,3200610789,57.6,CHF,3,CH0001
11.01.2011,01.08.2011,CH,L12136000,Parka Outdoor Lifestyle STD,VO,3200610792,88,CHF,5,CH0001
11.01.2011,01.08.2011,CH,L12136000,Parka Outdoor Lifestyle STD,VO,3200610936,123.2,CHF,7,CH0001
12.01.2011,01.09.2011,CH,L12136000,Parka Outdoor Lifestyle STD,VO,3200611193,70.4,CHF,4,CH0001
13.01.2011,01.08.2011,CH,L12136000,Parka Outdoor Lifestyle STD,VO,3200611753,71.39,CHF,4,CH0001
17.01.2011,01.08.2011,CH,L12136000,Parka Outdoor Lifestyle STD,VO,3200612757,16,CHF,1,CH0001
17.01.2011,01.08.2011,CH,L12136000,Parka Outdoor Lifestyle STD,VO,3200612759,105.6,CHF,6,CH0001
19.01.2011,16.09.2011,CH,L12136000,Parka Outdoor Lifestyle STD,VO,3200613171,54.42,CHF,3,CH0001
19.01.2011,16.09.2011,CH,L12136000,Parka Outdoor Lifestyle STD,VO,3200613173,54.42,CHF,3,CH0001
19.01.2011,01.09.2011,CH,L12136000,Parka Outdoor Lifestyle STD,VO,3200613217,73.72,CHF,4,CH0001
20.01.2011,05.09.2011,CH,L12136000,Parka Outdoor Lifestyle STD,VO,3200613823,16,CHF,1,CH0001
25.01.2011,04.08.2011,CH,L12136000,Parka Outdoor Lifestyle STD,VO,3200615738,18.24,CHF,1,CH0001
27.01.2011,05.09.2011,CH,L12136000,Parka Outdoor Lifestyle STD,VO,3200616651,20.14,CHF,1,CH0001
03.02.2011,01.09.2011,DE,L12136000,Parka Outdoor Lifestyle STD,VO,3200619293,31.12,EUR,3,DE0005
11.02.2011,15.09.2011,DE,L12136000,Parka Outdoor Lifestyle STD,VO,3200622816,0.23,EUR,2,DE0005
11.02.2011,15.09.2011,CH,L12136000,Parka Outdoor Lifestyle STD,VO,3200622895,73.72,CHF,4,CH0001
11.02.2011,05.08.2011,CH,L12136000,Parka Outdoor Lifestyle STD,VO,3200622900,48,CHF,3,CH0001
11.02.2011,05.08.2011,CH,L12136000,Parka Outdoor Lifestyle STD,VO,3200622900,16,CHF,1,CH0001
14.02.2011,01.09.2011,CH,L12136000,Parka Outdoor Lifestyle STD,VO,3200624113,17,CHF,1,CH0001
14.02.2011,01.09.2011,CH,L12136000,Parka Outdoor Lifestyle STD,VO,3200624141,55,CHF,3,CH0001
17.02.2011,05.09.2011,CH,L12136000,Parka Outdoor Lifestyle STD,VO,3200627034,54.68,CHF,3,CH0001
17.02.2011,17.10.2011,CH,L12136000,Parka Outdoor Lifestyle STD,VO,3200627036,32,CHF,2,CH0001
20.02.2011,01.08.2011,CH,L12136000,Parka Outdoor Lifestyle STD,VO,3200628042,144,CHF,8,CH0001
21.02.2011,01.09.2011,FI,L12136000,Parka Outdoor Lifestyle STD,VO,3200628833,7.88,EUR,1,FI01FR
28.02.2011,10.10.2011,CH,L12136000,Parka Outdoor Lifestyle STD,VO,3200633123,76.8,CHF,4,CH0001
02.03.2011,11.11.2011,AT,L12136000,Parka Outdoor Lifestyle STD,VO,3200634260,74.97,EUR,7,AT0003
28.03.2011,01.09.2011,ES,L12136000,Parka Outdoor Lifestyle STD,VO,3200652897,13.45,EUR,1,SP0003
04.04.2011,01.11.2011,ES,L12136000,Parka Outdoor Lifestyle STD,VO,3200659638,60.52,EUR,5,SP0003
08.03.2011,01.10.2011,SK,L12136000,Parka Outdoor Lifestyle STD,VO,3200700681,48.5,EUR,5,1
08.03.2011,01.10.2011,SK,L12136000,Parka Outdoor Lifestyle STD,VO,3200700700,48.5,EUR,5,1
19.08.2011,05.09.2011,SK,L12136000,Parka Outdoor Lifestyle STD,VO,3200700738,16.46,EUR,1,1
07.03.2011,05.09.2011,CZ,L12136000,Parka Outdoor Lifestyle STD,VO,3200701393,934.5,CZK,3,FR01CZ
07.03.2011,05.09.2011,CZ,L12136000,Parka Outdoor Lifestyle STD,VO,3200701398,2614.5,CZK,9,FR01CZ
07.03.2011,05.09.2011,CZ,L12136000,Parka Outdoor Lifestyle STD,VO,3200701401,0,EUR,\N,FR01CZ
03.03.2011,15.10.2011,BY,L12136000,Parka Outdoor Lifestyle STD,VO,3200703945,23.4,EUR,3,FR02BY
15.02.2011,28.08.2011,BG,L12136000,Parka Outdoor Lifestyle STD,VO,3200704015,54.6,EUR,7,FR02BG
14.02.2011,15.10.2011,BY,L12136000,Parka Outdoor Lifestyle STD,VO,3200704018,46.8,EUR,6,FR02BY
15.02.2011,01.10.2011,RO,L12136000,Parka Outdoor Lifestyle STD,VO,3200704110,54.6,EUR,7,FR02RO
15.02.2011,01.09.2011,RO,L12136000,Parka Outdoor Lifestyle STD,VO,3200704112,62.4,EUR,8,FR02RO
15.02.2011,15.08.2011,EE,L12136000,Parka Outdoor Lifestyle STD,VO,3200704176,23.4,EUR,3,FR02EE
13.04.2012,10.10.2012,NL,L12136000,Parka Outdoor Lifestyle STD,VO,3200900327,49.91,EUR,7,FR01NL
20.12.2010,15.09.2011,RU,L12136100,Parka Outdoor Lifestyle STD,VO,3200606536,3361.05,RUB,7,RU0001
20.12.2010,15.09.2011,RU,L12136100,Parka Outdoor Lifestyle STD,VO,3200606656,0,RUB,\N,RU0001
22.12.2010,15.09.2011,RU,L12136100,Parka Outdoor Lifestyle STD,VO,3200607190,0,RUB,\N,RU0001
24.12.2010,30.11.2011,RU,L12136100,Parka Outdoor Lifestyle STD,VO,3200607833,2013.41,RUB,5,RU0001
27.12.2010,30.09.2011,RU,L12136100,Parka Outdoor Lifestyle STD,VO,3200607834,2658.18,RUB,6,RU0001
27.12.2010,01.10.2011,RU,L12136100,Parka Outdoor Lifestyle STD,VO,3200608521,4026.8,RUB,10,RU0001
27.12.2010,15.09.2011,RU,L12136100,Parka Outdoor Lifestyle STD,VO,3200608545,2227.5,RUB,5,RU0001
29.12.2010,01.11.2011,RU,L12136100,Parka Outdoor Lifestyle STD,VO,3200609016,2103.75,RUB,5,RU0001
29.12.2010,01.11.2011,RU,L12136100,Parka Outdoor Lifestyle STD,VO,3200609055,1920.6,RUB,4,RU0001
